PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40
-0.10968022111434501,-0.034713468104312736,0.46257480950505186,-0.13007514144904253,0.04780846135782985,-0.07376381937691535,0.011383317915501342,-0.07901450457508251,0.03182623863416092,-0.006897600107988412,0.011292048866127325,-0.008402814637156282,0.019947387479485344,0.0020397067674316127,-0.04148841080411211,-0.027776492007356466,0.027700559602896777,0.031961596177672455,-0.013446805430540613,-0.014354898133254718,-0.005636384634038085,-0.018279847471175906,0.05577483716527446,0.043797444052503284,-0.037604514029962934,-0.06723635286009,0.006929312249689012,0.008953140045861369,0.03456710439820347,0.03527824842279564,-0.03877186063310847,-0.05620822842188478,0.027041323727660136,8.679853752342231e-4,2.324645697254661e-4,5.721709659872733e-4,6.507986991370806e-5,1.6547522369665243e-5,0.0892370123959926,0.8415377159305565
-0.15706141865028722,0.0957218520426707,0.2587318509566331,-0.26532236307794127,0.025273072191637484,-0.04409579898843616,0.06724869421365713,-0.28474529277926097,0.05161358206689378,0.010685687527979567,0.08729033786661732,0.018986638394462223,-0.03835716129476795,0.08347368878831136,-0.0841853468175195,-0.01772777742135372,0.011795515409974599,-0.0021062118420861857,-0.18540884120965803,0.06917166299383662,0.07114138557726206,-0.17465666487875686,0.258613475535585,0.0483202760954542,0.20200681458740002,-0.28584393998846197,-0.05968609739516463,-0.027031116138667537,-0.03914901582493428,-0.03235832993653238,-0.45507380787526774,-0.23246747340130555,0.27928964287109614,-0.005238884861979501,0.006248717990174362,0.0017035404237332424,2.840480319380144e-4,8.487978341280237e-5,-0.03357332831171999,-0.31660878446105556
-0.19010623076193944,-0.08721742963224803,0.29958278219817747,-0.03264529255832235,0.03737737689416893,0.07821812550635321,0.035227016896465624,0.23592487108719598,0.1498835621084377,-0.023360518085674863,0.005103563627843054,-0.05587585057293587,0.025727697259080133,-0.13684999484076235,0.06274969330468076,-0.10268088126869605,-0.048381883161807554,-0.09042850689310733,0.10201355302689025,0.03421114403691088,-0.15834227042439272,0.2707864535033449,-0.431083882007408,0.10150952071578812,-0.30052441377518685,-0.08462132834423654,-0.032245102604729674,-0.1380223106733132,0.11701653013945404,0.18548419203404368,-0.21171104950459538,-0.0699081802660821,0.06830380861234324,0.005005466869872637,8.132442822477529e-4,0.0022876991264489635,-4.007400367432652e-4,4.385223492695099e-5,0.38779353215412915,-0.23218224148413552
-0.20480014786974776,-0.02971037807502308,0.27754797504603335,-0.073513181475932,0.0077074330215884945,-0.24259308295286325,-0.08134765807594894,-0.13024009007869009,-0.07377108268813623,0.008171851377086837,-0.007962061045938145,-0.07531481650082045,0.09170700851250388,-0.0022443250423358155,-0.051773723785985395,0.06839833896755237,0.14924077765411806,-0.31628360260990523,0.043443223571899385,0.07964969224815296,0.23043317172127065,-0.08042809412465138,0.14265669025978822,0.19176615976130948,0.032683257346256905,0.039036730671289856,-0.08625148886992248,0.12126132964047671,-0.17906721629927028,-0.0831773548834245,0.34710141784386644,0.34952282477032276,-0.2017266543924986,-0.004408902915533579,-0.005185057321517535,-0.0018773163958760405,8.273147792480454e-4,-8.509414947581781e-5,0.35467244802309517,-0.2123517726487969
0.1520016535575895,-0.09718563834923188,0.3378292586401762,-0.1321196947049326,0.1390285926593966,-0.030380695311951755,0.06034518025441113,0.07286843203095517,-0.10194671965931765,-0.015496118561143767,-0.03597938704008255,-0.02654090727652106,-0.022137222384127207,0.02575939037535068,-0.11279489368896525,0.12002970968324418,-0.10906599530083227,0.3596484827741459,-0.044862889110005855,-0.0702978559470882,-0.11674106367395297,0.03273561896611171,-0.07370505557113642,-0.5387612762449896,0.3052262157727609,0.2945155527075613,0.04378474642968967,0.08433484836760154,-0.03554565501785997,-0.12509128019231885,0.0952822223054921,-0.046118229261505134,-0.023166540660224492,8.762747785640434e-4,0.0014966200148050727,-0.0019740962150523278,-4.4268689100810554e-4,-1.15717779219014e-5,0.256764664281934,-0.15373179370925238
0.1904656325995314,-0.021791695322411563,0.31440328225430825,0.14412425280900842,-0.04311337234401552,0.009063806916405945,-0.05403555816274579,-0.12140669984798591,0.02657561671167516,-0.005362484927574275,-0.046012912445786494,0.13778324650264528,-5.657608976405715e-4,0.05686177164918813,0.0446823666052997,-0.13475107118091478,0.06651268589858167,0.3204994554773142,0.05921879830184575,-0.2373595496580155,-0.08884735209485745,-0.12241554842495964,0.3254716006951638,0.2079194486304875,-0.3374103009145016,-0.04877248910784762,0.22545190974097468,0.0330184053039002,0.28481730543920775,0.14376012909739458,0.27029874670803034,-0.1844190961476036,-0.11491316516342351,0.008652494573032939,-0.0039951651296284175,7.572800177569124e-4,-2.458849191727867e-4,-9.336413224741718e-7,-0.023454012401071495,-0.22117992854601456
-0.14446122776075093,-0.09329272263752139,0.405612222545104,-0.0977919074236937,0.0712356976165413,-0.0854803465786464,4.0855813983897704e-4,0.08615105720237051,0.0077836174911773415,-0.013647374852185975,-0.01357125730061088,-0.0742899305893332,0.049556446699257725,-0.06359809294353948,-0.03094411257108337,0.020538411408590418,0.008297941042353263,-0.07389219799300889,0.05848033753949318,0.031584616912387814,-0.012989485471884624,0.1142563173448568,-0.18237626386718464,-0.0416651696035886,-0.0357730256648863,0.07624921038849,-0.04287268073146033,0.014991332244104821,-0.03668902076132717,0.013876523403110769,0.08812238411588122,0.11442548667831146,-0.06865350690171232,8.107569754372845e-4,-0.001533504402104926,-3.843436877328713e-4,3.278063702498627e-5,-2.1731930387861885e-5,-0.8051428660529237,-0.14148235392481756
-0.09927651132335238,0.05767756665166871,-0.008652195370027455,0.05856133235737854,0.3158757405548033,0.18155181851975152,0.31015723136495743,-0.16924877341920724,-0.6925918254963424,0.11023239424280856,-0.04211591890599578,-0.15039549286905418,-0.08409868730838321,0.040477955950129256,0.07671431745509741,0.1452646959648898,0.24639041767139525,-0.0333571952280885,-0.12388159173326083,-0.10805629764885598,-0.1518125229200331,0.04588506896630594,-0.11686006735312024,0.1753900031208546,-0.05358632731015836,0.044937601183919124,0.034440782009421855,-0.03072415793290161,0.06488111426988317,0.010712216477130193,0.003757558238274325,-0.0340894794962085,0.053236101632672624,0.005031862896504691,-0.0028102049353711986,-0.001694741135418494,9.772572181448093e-4,-1.196777155782208e-5,-1.0148132334464322e-16,-6.938893903907228e-17
-0.05129796190265306,0.23337388557237343,-0.09935823177242643,-0.26620529250797004,-0.027630877784499852,-0.0952809072787234,0.07943302271231269,-0.1543629251936886,0.10262613209206102,-0.0741604060890521,0.16809581837016146,-0.027470015610245598,-0.10361123331137687,-0.28641542642368045,0.24281791384015824,-0.25094604202003873,0.14780779449598824,-0.01336997883344598,-0.15653673995151685,-0.09937798128433234,-0.2799712545259543,-0.03027738032786198,0.03191030573574127,-0.15214383508364712,0.11603193367524411,0.051323070971073026,-0.26896620084721284,0.09748373309130479,0.43564293442498797,0.13641381698405186,0.03868587086495074,0.26959718149166917,-0.14831714887472786,0.002719239334998236,-0.006375806138646383,-0.001815585280103966,0.0021150020491377984,-7.375890920816281e-5,3.5301622736128024e-16,5.551115123125783e-17
-0.008466815867319018,0.17932976105001208,0.11148175180029776,0.18699941678286586,-0.12942138631027425,0.1223392335911293,-0.505547588578303,0.10820840753392091,-0.2761042168847645,-0.08527815630607166,-0.24493943352256106,-0.006944305562291697,0.09357062607545524,0.1541759614606238,-0.19612002605700962,0.04887638553852003,-0.06797535763221257,0.12853554494514638,-0.20363032921577542,0.14628049402419915,0.059017232126581165,-0.1901147038953185,-0.1906241567211969,0.020375265763148243,0.10054980037445119,-0.1384258925534695,-0.2556716566621874,0.0367238869087054,0.31099807931996915,0.13330856285751597,-0.08921081102910275,0.15527462493020974,-0.03761996136503994,-0.0014713087115661538,-0.008773785813153157,0.001993140902590634,0.0030696625281673457,3.8356348417659046e-5,4.0245584642661925e-16,-6.938893903907228e-18
